ARRIVAL DATE,ARRIVAL TIME (if avail),TERMINAL,SHIP NAME,LAST PORT OF CALL (if avail),PRODUCT TYPE - OIL,"PRODUCT AMOUNT - OIL, Incoming (Multiply metric tons by 7.5 for approx bbls)","PRODUCT AMOUNT - OIL, Outgoing",RUNNING TOTAL,PRODUCT TYPE - NON-OIL,"PRODUCT AMOUNT - NON OIL, Incoming","PRODUCT AMOUNT - NON OIL, Outgoing",Running Total (Specify units),Year,Month,Day,Month_name
2020-01-26,,Buckeye,Great Eastern ,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",45000.0,0.0,1862363.0,,,,,2020,1,26,Jan
2020-01-26,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,40000.0,0.0,1902363.0,,,,,2020,1,26,Jan
2020-01-27,,Global ,RTC-108,"Chelsea, MA",  1 Fuel Oil,20000.0,0.0,1922363.0,,,,,2020,1,27,Jan
2020-01-27,,Citgo,Great Eastern ,St.John,  Unleaded Gasoline,100000.0,0.0,2022363.0,,,,,2020,1,27,Jan
2020-01-27,,Citgo,Great Eastern ,St.John,  Diesel (aka ULSD),45000.0,0.0,2067363.0,,,,,2020,1,27,Jan
2020-01-28,,Global ,New England,,  6 Fuel Oil (aka IFO 380),3501.0,0.0,2070864.0,,,,,2020,1,28,Jan
2020-01-29,,Citgo,Acadian,St.John,  Unleaded Gasoline,100000.0,0.0,2170864.0,,,,,2020,1,29,Jan
2020-01-29,,Citgo,Acadian,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",25000.0,0.0,2195864.0,,,,,2020,1,29,Jan
2020-01-29,,Citgo,Acadian,St.John,  Diesel (aka ULSD),15000.0,0.0,2210864.0,,,,,2020,1,29,Jan
2020-02-01,,Citgo,DBL-104,"Boston, MA",  Ethanol (aka E100),20000.0,0.0,2230864.0,,,,,2020,2,1,Feb
2020-02-01,,Buckeye,DBL-104,New York,  Ethanol (aka E100),10000.0,0.0,2240864.0,,,,,2020,2,1,Feb
2020-02-03,,Buckeye,Noreaster,St.John,  Premium Unleaded Gasoline,18000.0,0.0,2258864.0,,,,,2020,2,3,Feb
2020-02-03,,Buckeye,DBL-102,"Perth Amboy, NJ","  2 Fuel Oil (aka FO, MGO, DMA)",15000.0,0.0,2273864.0,,,,,2020,2,3,Feb
2020-02-03,,Buckeye,Noreaster,St.John,  Diesel (aka ULSD),30000.0,0.0,2303864.0,,,,,2020,2,3,Feb
2020-02-03,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,27000.0,0.0,2330864.0,,,,,2020,2,3,Feb
2020-02-03,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,35000.0,0.0,2365864.0,,,,,2020,2,3,Feb
2020-02-03,,Gulf,DBL-102,New Jersey,  Diesel (aka ULSD),60000.0,0.0,2425864.0,,,,,2020,2,3,Feb
2020-02-04,,Citgo,Noreaster,St.John,  Unleaded Gasoline,115000.0,0.0,2540864.0,,,,,2020,2,4,Feb
2020-02-04,,Citgo,Noreaster,St.John,  Unleaded Gasoline,14000.0,0.0,2554864.0,,,,,2020,2,4,Feb
2020-02-04,,Citgo,Noreaster,St.John,  Diesel (aka ULSD),21000.0,0.0,2575864.0,,,,,2020,2,4,Feb
2020-02-04,,Global ,Tug Cape Lookout,South Portland,"  2 Fuel Oil (aka FO, MGO, DMA)",25000.0,0.0,2600864.0,,,,,2020,2,4,Feb
2020-02-07,,Citgo,DBL-104,"Providence, RI",  Ethanol (aka E100),17000.0,0.0,2617864.0,,,,,2020,2,7,Feb
2020-02-08,,Buckeye,Mersini,Come By Chance,"  2 Fuel Oil (aka FO, MGO, DMA)",75000.0,0.0,2692864.0,,,,,2020,2,8,Feb
2020-02-09,,Citgo,Cape Gaui,St.John,  Diesel (aka ULSD),32000.0,0.0,2724864.0,,,,,2020,2,9,Feb
2020-02-09,,Citgo,Cape Gaui,St.John,  Unleaded Gasoline,60000.0,0.0,2784864.0,,,,,2020,2,9,Feb
2020-02-10,,Buckeye,Cape Gavi,,  Unleaded Gasoline,33000.0,0.0,2817864.0,,,,,2020,2,10,Feb
2020-02-11,,Global ,New England,,"  2 Fuel Oil (aka FO, MGO, DMA)",1452.0,0.0,2819316.0,,,,,2020,2,11,Feb
2020-02-12,,Buckeye,New England,St.John,  Unleaded Gasoline,10000.0,0.0,2829316.0,,,,,2020,2,12,Feb
2020-02-12,,Buckeye,New England,St.John,  Unleaded Gasoline,50000.0,0.0,2879316.0,,,,,2020,2,12,Feb
2020-02-12,,Buckeye,New England,St.John,  Diesel (aka ULSD),42000.0,0.0,2921316.0,,,,,2020,2,12,Feb
2020-02-12,,Buckeye,New England,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",50000.0,0.0,2971316.0,,,,,2020,2,12,Feb
2020-02-14,,Citgo,Great Eastern ,St.John,  Unleaded Gasoline,113000.0,0.0,3084316.0,,,,,2020,2,14,Feb
2020-02-14,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,10000.0,0.0,3094316.0,,,,,2020,2,14,Feb
2020-02-14,,Buckeye,Great Eastern ,St.John,  Unleaded Gasoline,50000.0,0.0,3144316.0,,,,,2020,2,14,Feb
2020-02-14,,Buckeye,Great Eastern ,St.John,  Diesel (aka ULSD),42000.0,0.0,3186316.0,,,,,2020,2,14,Feb
2020-02-14,,Buckeye,Great Eastern ,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",50000.0,0.0,3236316.0,,,,,2020,2,14,Feb
2020-02-18,,Buckeye,East Coast,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",55000.0,0.0,3291316.0,,,,,2020,2,18,Feb
2020-02-18,,Buckeye,East Coast,St.John,  Diesel (aka ULSD),20000.0,0.0,3311316.0,,,,,2020,2,18,Feb
2020-02-18,,Buckeye,East Coast,St.John,  Unleaded Gasoline,28000.0,0.0,3339316.0,,,,,2020,2,18,Feb
2020-02-18,,Citgo,East Coast,St.John,  Unleaded Gasoline,90000.0,0.0,3429316.0,,,,,2020,2,18,Feb
2020-02-18,,Citgo,East Coast,St.John,  Diesel (aka ULSD),22000.0,0.0,3451316.0,,,,,2020,2,18,Feb
2020-02-18,,Buckeye,East Coast,St.John,  Unleaded Gasoline,55000.0,0.0,3506316.0,,,,,2020,2,18,Feb
2020-02-19,,Global ,New England,,"  2 Fuel Oil (aka FO, MGO, DMA)",2904.0,0.0,3509220.0,,,,,2020,2,19,Feb
2020-02-19,,Global ,New England,,  6 Fuel Oil (aka IFO 380),955.0,0.0,3510175.0,,,,,2020,2,19,Feb
2020-02-20,,Citgo,Tug Philadelphia,New York,  Ethanol (aka E100),20000.0,0.0,3530175.0,,,,,2020,2,20,Feb
2020-02-22,,Buckeye,New England,"Portsmouth, NH",  Diesel (aka ULSD),38000.0,0.0,3568175.0,,,,,2020,2,22,Feb
2020-02-22,,Global ,Long Island,"Bayonne, New Jersey",  6 Fuel Oil (aka IFO 380),25000.0,0.0,3593175.0,,,,,2020,2,22,Feb
2020-02-22,,Buckeye,New England,"Portsmouth, NH",  Premium Unleaded Gasoline,20000.0,0.0,3613175.0,,,,,2020,2,22,Feb
2020-02-22,,Buckeye,New England,"Portsmouth, NH",  Unleaded Gasoline,15000.0,0.0,3628175.0,,,,,2020,2,22,Feb
2020-02-23,,Citgo,New England,"Portsmouth, NH",  Premium Unleaded Gasoline,22000.0,0.0,3650175.0,,,,,2020,2,23,Feb
2020-02-23,,Citgo,New England,"Portsmouth, NH",  Unleaded Gasoline,75000.0,0.0,3725175.0,,,,,2020,2,23,Feb
2020-02-26,,Citgo,DBL-104,New York,  Ethanol (aka E100),20000.0,0.0,3745175.0,,,,,2020,2,26,Feb
2020-02-27,,Global ,Star River,"Tarragona, Spain",  Asphalt,6428.0,0.0,3751603.0,,,,,2020,2,27,Feb
2020-02-27,,Global ,New England,,"  2 Fuel Oil (aka FO, MGO, DMA)",653.0,0.0,3752256.0,,,,,2020,2,27,Feb
2020-02-28,,Citgo,Iver Prosperity,St.John,  Unleaded Gasoline,115000.0,0.0,3867256.0,,,,,2020,2,28,Feb
2020-02-29,,Gulf,DBL-103,"Bayonne, New Jersey",  Diesel (aka ULSD),100000.0,0.0,3967256.0,,,,,2020,2,29,Feb
2020-02-29,,Sprague,Palanca Rio,St.John,  Asphalt,91500.0,0.0,4058756.0,,,,,2020,2,29,Feb
2020-03-03,,Buckeye,Noreaster,St.John,  Diesel (aka ULSD),43000.0,0.0,4101756.0,,,,,2020,3,3,Mar
2020-03-03,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,10000.0,0.0,4111756.0,,,,,2020,3,3,Mar
2020-03-03,,Buckeye,Noreaster,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",11733.0,0.0,4123489.0,,,,,2020,3,3,Mar
2020-03-03,,Citgo,Noreaster,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",20000.0,0.0,4143489.0,,,,,2020,3,3,Mar
2020-03-03,,Citgo,Noreaster,St.John,  Unleaded Gasoline,80000.0,0.0,4223489.0,,,,,2020,3,3,Mar
2020-03-03,,Citgo,Noreaster,St.John,  Diesel (aka ULSD),10000.0,0.0,4233489.0,,,,,2020,3,3,Mar
2020-03-06,,Citgo,DBL-104,St.John,  Ethanol (aka E100),17000.0,0.0,4250489.0,,,,,2020,3,6,Mar
2020-03-06,,Global ,New England,"Portland, Maine","  2 Fuel Oil (aka FO, MGO, DMA)",0.0,835.0,4249654.0,,,,835.0,2020,3,6,Mar
2020-03-06,,Global ,New England,"Portland, Maine",  6 Fuel Oil (aka IFO 380),0.0,1694.0,4247960.0,,,,1694.0,2020,3,6,Mar
2020-03-08,,Buckeye,Iver Prosperity,St.John,  Premium Unleaded Gasoline,8000.0,0.0,4255960.0,,,,,2020,3,8,Mar
2020-03-08,,Buckeye,Iver Prosperity,St.John,  Unleaded Gasoline,25000.0,0.0,4280960.0,,,,,2020,3,8,Mar
2020-03-08,,Buckeye,Iver Prosperity,St.John,  Diesel (aka ULSD),20000.0,0.0,4300960.0,,,,,2020,3,8,Mar
2020-03-08,,Buckeye,Iver Prosperity,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",35000.0,0.0,4335960.0,,,,,2020,3,8,Mar
2020-03-09,,Citgo,Iver Prosperity,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",9000.0,0.0,4344960.0,,,,,2020,3,9,Mar
2020-03-09,,Citgo,Iver Prosperity,St.John,  Unleaded Gasoline,113000.0,0.0,4457960.0,,,,,2020,3,9,Mar
2020-03-09,,Citgo,Iver Prosperity,St.John,  Premium Unleaded Gasoline,20000.0,0.0,4477960.0,,,,,2020,3,9,Mar
2020-03-09,,Citgo,Iver Prosperity,St.John,  Diesel (aka ULSD),27000.0,0.0,4504960.0,,,,,2020,3,9,Mar
2020-03-14,,Gulf,DBL-102,"Perth Amboy, NJ",  Unleaded Gasoline,100000.0,0.0,4604960.0,,,,,2020,3,14,Mar
2020-03-15,,Buckeye,DBL-103,New York,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,4614960.0,,,,,2020,3,15,Mar
2020-03-16,,Gulf,DBL-103,"Bayonne, New Jersey",  Diesel (aka ULSD),90000.0,0.0,4704960.0,,,,,2020,3,16,Mar
2020-03-17,,Buckeye,Cape Gavi,St.John,  Unleaded Gasoline,35000.0,0.0,4739960.0,,,,,2020,3,17,Mar
2020-03-17,,Buckeye,Cape Gavi,St.John,  Diesel (aka ULSD),32000.0,0.0,4771960.0,,,,,2020,3,17,Mar
2020-03-17,,Buckeye,Cape Gavi,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",38000.0,0.0,4809960.0,,,,,2020,3,17,Mar
2020-03-18,,Citgo,Cape Gavi,St.John,  Unleaded Gasoline,150000.0,0.0,4959960.0,,,,,2020,3,18,Mar
2020-03-18,,Citgo,Cape Gavi,St.John,  Diesel (aka ULSD),10000.0,0.0,4969960.0,,,,,2020,3,18,Mar
2020-03-18,,Citgo,DBL-104,"Boston, MA",  Ethanol (aka E100),10000.0,0.0,4979960.0,,,,,2020,3,18,Mar
2020-03-19,,Global ,New England,,"  2 Fuel Oil (aka FO, MGO, DMA)",218.0,0.0,4980178.0,,,,,2020,3,19,Mar
2020-03-19,,Global ,New England,,  6 Fuel Oil (aka IFO 380),6775.0,0.0,4986953.0,,,,,2020,3,19,Mar
2020-03-20,,Global ,RTC-135,"Revere, MA",  1 Fuel Oil,29000.0,0.0,5015953.0,,,,,2020,3,20,Mar
2020-03-20,,Global ,RTC-135,"Revere, MA","  2 Fuel Oil (aka FO, MGO, DMA)",80000.0,0.0,5095953.0,,,,,2020,3,20,Mar
2020-03-22,,Gulf,DS-56,New Jersey,  Jet Fuel,30000.0,0.0,5125953.0,,,,,2020,3,22,Mar
2020-03-22,,Buckeye,Noreaster,St.John,  Premium Unleaded Gasoline,27000.0,0.0,5152953.0,,,,,2020,3,22,Mar
2020-03-22,,Buckeye,Noreaster,St.John,  Unleaded Gasoline,45000.0,0.0,5197953.0,,,,,2020,3,22,Mar
2020-03-22,,Buckeye,Noreaster,St.John,  Diesel (aka ULSD),26000.0,0.0,5223953.0,,,,,2020,3,22,Mar
2020-03-22,,Buckeye,Noreaster,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",38000.0,0.0,5261953.0,,,,,2020,3,22,Mar
2020-03-23,,Gulf,DS-601,New York,  Ethanol (aka E100),18000.0,0.0,5279953.0,,,,,2020,3,23,Mar
2020-03-23,,Buckeye,DS-601,St.John,  Unleaded Gasoline,10000.0,0.0,5289953.0,,,,,2020,3,23,Mar
2020-03-27,,Gulf,RTC-85,"Bayonne, New Jersey",  Diesel (aka ULSD),40000.0,0.0,5329953.0,,,,,2020,3,27,Mar
2020-03-28,,Global ,RTC-85,"Portland, Maine","  2 Fuel Oil (aka FO, MGO, DMA)",40000.0,0.0,5369953.0,,,,,2020,3,28,Mar
2020-03-30,,Buckeye,New England,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",38000.0,0.0,5407953.0,,,,,2020,3,30,Mar
2020-03-30,,Buckeye,New England,St.John,  Diesel (aka ULSD),24000.0,0.0,5431953.0,,,,,2020,3,30,Mar
2020-03-30,,Buckeye,New England,St.John,  Unleaded Gasoline,40000.0,0.0,5471953.0,,,,,2020,3,30,Mar
2020-03-30,,Buckeye,New England,St.John,  Unleaded Gasoline,75000.0,0.0,5546953.0,,,,,2020,3,30,Mar
2020-04-02,,Citgo,Great Eastern ,St.John,  Unleaded Gasoline,60000.0,0.0,5606953.0,,,,,2020,4,2,Apr
2020-04-02,,Citgo,Great Eastern ,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,5616953.0,,,,,2020,4,2,Apr
2020-04-02,,Citgo,Great Eastern ,St.John,  Diesel (aka ULSD),14000.0,0.0,5630953.0,,,,,2020,4,2,Apr
2020-04-02,,Gulf,Great Eastern ,St.John,  Unleaded Gasoline,20000.0,0.0,5650953.0,,,,,2020,4,2,Apr
2020-04-05,,Buckeye,Cape Gavi,St.John,  Diesel (aka ULSD),38000.0,0.0,5688953.0,,,,,2020,4,5,Apr
2020-04-05,,Buckeye,Cape Gavi,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",60000.0,0.0,5748953.0,,,,,2020,4,5,Apr
2020-04-06,,Global ,Long Island,"Bayonne, New Jersey",  6 Fuel Oil (aka IFO 380),25000.0,0.0,5773953.0,,,,,2020,4,6,Apr
2020-04-07,,Citgo,Cape Gavi,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",30000.0,0.0,5803953.0,,,,,2020,4,7,Apr
2020-04-07,,Citgo,Cape Gavi,St.John,  Diesel (aka ULSD),45000.0,0.0,5848953.0,,,,,2020,4,7,Apr
2020-04-08,,Global ,New England,,  6 Fuel Oil (aka IFO 380),2033.0,0.0,5850986.0,,,,,2020,4,8,Apr
2020-04-08,,Global ,New England,,"  2 Fuel Oil (aka FO, MGO, DMA)",1307.0,0.0,5852293.0,,,,,2020,4,8,Apr
2020-04-10,,Buckeye,Noreaster,St.John,  Diesel (aka ULSD),15000.0,0.0,5867293.0,,,,,2020,4,10,Apr
2020-04-10,,Buckeye,Noreaster,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",85000.0,0.0,5952293.0,,,,,2020,4,10,Apr
2020-04-11,,Citgo,Noreaster,St.John,  Diesel (aka ULSD),20000.0,0.0,5972293.0,,,,,2020,4,11,Apr
2020-04-11,,Buckeye,Cape Gavi,St.John,  Unleaded Gasoline,85000.0,0.0,6057293.0,,,,,2020,4,11,Apr
2020-04-11,,Buckeye,Cape Gavi,St.John,  Unleaded Gasoline,50000.0,0.0,6107293.0,,,,,2020,4,11,Apr
2020-04-11,,Global ,New England,,"  2 Fuel Oil (aka FO, MGO, DMA)",2977.0,0.0,6110270.0,,,,,2020,4,11,Apr
2020-04-12,,Citgo,Cape Gavi,St.John,  Unleaded Gasoline,60000.0,0.0,6170270.0,,,,,2020,4,12,Apr
2020-04-12,,Citgo,Cape Gavi,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,6180270.0,,,,,2020,4,12,Apr
2020-04-12,,Citgo,Cape Gavi,St.John,  Diesel (aka ULSD),14000.0,0.0,6194270.0,,,,,2020,4,12,Apr
2020-04-13,,Buckeye,DBL-104,New York,  Ethanol (aka E100),17000.0,0.0,6211270.0,,,,,2020,4,13,Apr
2020-04-15,,Global ,New England,"Portland, Maine","  2 Fuel Oil (aka FO, MGO, DMA)",1452.0,0.0,6212722.0,,,,,2020,4,15,Apr
2020-04-16,,Citgo,DBL-104,"Searsport, Maine",  Ethanol (aka E100),21000.0,0.0,6233722.0,,,,,2020,4,16,Apr
2020-04-16,,Gulf,DBL-102,New York,  Unleaded Gasoline,50000.0,0.0,6283722.0,,,,,2020,4,16,Apr
2020-04-21,,Global ,Hafnia Lupus,"Cartagena, Spain","  2 Fuel Oil (aka FO, MGO, DMA)",60000.0,0.0,6343722.0,,,,,2020,4,21,Apr
2020-04-22,,Gulf,Slowman Hermes,Canada,  Diesel (aka ULSD),85000.0,0.0,6428722.0,,,,,2020,4,22,Apr
2020-04-23,,Buckeye,Cape Gavi,St.John,  Diesel (aka ULSD),35000.0,0.0,6463722.0,,,,,2020,4,23,Apr
2020-04-23,,Buckeye,Cape Gavi,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",35000.0,0.0,6498722.0,,,,,2020,4,23,Apr
2020-04-24,,Citgo,Cape Gavi,St.John,  Diesel (aka ULSD),40000.0,0.0,6538722.0,,,,,2020,4,24,Apr
2020-04-25,,Buckeye,East Coast,St.John,  Diesel (aka ULSD),25000.0,0.0,6563722.0,,,,,2020,4,25,Apr
2020-04-25,,Buckeye,East Coast,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,6573722.0,,,,,2020,4,25,Apr
2020-04-25,,Buckeye,East Coast,St.John,  Unleaded Gasoline,16000.0,0.0,6589722.0,,,,,2020,4,25,Apr
2020-04-25,,Buckeye,East Coast,St.John,  Unleaded Gasoline,50000.0,0.0,6639722.0,,,,,2020,4,25,Apr
2020-04-26,,Buckeye,Iver Prosperity,St.John,  Unleaded Gasoline,10000.0,0.0,6649722.0,,,,,2020,4,26,Apr
2020-04-26,,Buckeye,Iver Prosperity,St.John,  Unleaded Gasoline,50000.0,0.0,6699722.0,,,,,2020,4,26,Apr
2020-04-26,,Buckeye,Iver Prosperity,St.John,  Diesel (aka ULSD),35000.0,0.0,6734722.0,,,,,2020,4,26,Apr
2020-04-26,,Buckeye,Iver Prosperity,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",15000.0,0.0,6749722.0,,,,,2020,4,26,Apr
2020-04-27,,Citgo,Iver Prosperity,St.John,  Unleaded Gasoline,19000.0,0.0,6768722.0,,,,,2020,4,27,Apr
2020-04-27,,Citgo,Iver Prosperity,St.John,"  2 Fuel Oil (aka FO, MGO, DMA)",10000.0,0.0,6778722.0,,,,,2020,4,27,Apr
2020-04-28,,Buckeye,DBL-104,New York,"  2 Fuel Oil (aka FO, MGO, DMA)",12000.0,0.0,6790722.0,,,,,2020,4,28,Apr
2020-04-29,,Global ,RTC-135,"Perth Amboy, NJ","  2 Fuel Oil (aka FO, MGO, DMA)",23000.0,0.0,6813722.0,,,,,2020,4,29,Apr
2020-04-29,,Buckeye,DBL-102,New York,  Premium Unleaded Gasoline,40000.0,0.0,6853722.0,,,,,2020,4,29,Apr
2020-04-29,,Global ,RTC-135,"Perth Amboy, NJ",  1 Fuel Oil,60000.0,0.0,6913722.0,,,,,2020,4,29,Apr
2020-04-30,,Gulf,DBL-102,New York,  Unleaded Gasoline,50000.0,0.0,6963722.0,,,,,2020,4,30,Apr
2020-04-30,,Citgo,DBL-82,New York,  Premium Unleaded Gasoline,40000.0,0.0,7003722.0,,,,,2020,4,30,Apr
2020-05-01,,Buckeye,DBL-102,"Portsmouth, NH",  Diesel (aka ULSD),30000.0,0.0,7033722.0,,,,,2020,5,1,May
2020-05-01,,Buckeye,DBL-102,"Portsmouth, NH","  2 Fuel Oil (aka FO, MGO, DMA)",60000.0,0.0,7093722.0,,,,,2020,5,1,May
